Experiment	bias spectroscopy	
-947.059E-3	-29.4944E-9	-23.1553E-9
-935.294E-3	-28.4843E-9	-22.2107E-9
-923.529E-3	-29.4098E-9	-23.1428E-9
-911.765E-3	-29.8135E-9	-23.7386E-9
-900.000E-3	-29.2279E-9	-23.3082E-9
-888.235E-3	-28.7887E-9	-23.0497E-9
-876.471E-3	-29.9947E-9	-23.3436E-9
-864.706E-3	-29.5113E-9	-23.0850E-9
-852.941E-3	-28.5927E-9	-24.3711E-9
-841.176E-3	-29.6287E-9	-23.7230E-9
-829.412E-3	-30.0320E-9	-23.1800E-9
-817.647E-3	-29.6748E-9	-23.0838E-9
-805.882E-3	-29.7129E-9	-23.4656E-9
-794.118E-3	-29.5799E-9	-23.9554E-9
-782.353E-3	-29.4645E-9	-24.5676E-9
-770.588E-3	-28.5023E-9	-23.3459E-9
-758.824E-3	-30.3344E-9	-23.3749E-9
-747.059E-3	-30.7456E-9	-23.1691E-9
-735.294E-3	-31.3943E-9	-23.6812E-9
-723.529E-3	-29.9327E-9	-23.0706E-9
-711.765E-3	-31.4632E-9	-23.8680E-9
-700.000E-3	-31.7126E-9	-23.1685E-9
-688.235E-3	-30.6714E-9	-23.9508E-9
-676.471E-3	-31.9252E-9	-23.5476E-9
-664.706E-3	-31.5591E-9	-23.0277E-9
-652.941E-3	-32.3160E-9	-23.4275E-9
-641.176E-3	-30.5499E-9	-23.5405E-9
-629.412E-3	-31.2065E-9	-23.1521E-9
-617.647E-3	-31.4121E-9	-23.2271E-9
-605.882E-3	-30.5613E-9	-24.0134E-9
-594.118E-3	-30.8082E-9	-22.9643E-9
-582.353E-3	-32.1737E-9	-23.9299E-9
-570.588E-3	-31.9148E-9	-22.7904E-9
-558.824E-3	-31.0072E-9	-23.1765E-9
-547.059E-3	-30.9667E-9	-24.0111E-9
-535.294E-3	-31.9826E-9	-23.8528E-9
-523.529E-3	-32.4141E-9	-23.3530E-9
-511.765E-3	-30.7333E-9	-22.9383E-9
-500.000E-3	-32.1052E-9	-23.9416E-9
-488.235E-3	-29.2440E-9	-23.8259E-9
-476.471E-3	-31.4307E-9	-22.8773E-9
-464.706E-3	-31.9091E-9	-23.4206E-9
-452.941E-3	-34.2854E-9	-22.9589E-9
-441.176E-3	-31.1685E-9	-23.2463E-9
-429.412E-3	-31.8145E-9	-23.6540E-9
-417.647E-3	-31.5777E-9	-23.4493E-9
-405.882E-3	-30.4573E-9	-23.5377E-9
-394.118E-3	-32.5574E-9	-23.3285E-9
-382.353E-3	-31.8397E-9	-23.8120E-9
-370.588E-3	-32.0474E-9	-23.9224E-9
-358.824E-3	-32.4113E-9	-24.2338E-9
-347.059E-3	-33.2034E-9	-23.4835E-9
-335.294E-3	-33.0535E-9	-23.0779E-9
-323.529E-3	-35.0232E-9	-23.0492E-9
-311.765E-3	-33.4294E-9	-23.4116E-9
-300.000E-3	-32.5826E-9	-24.6242E-9
-288.235E-3	-33.0979E-9	-23.0498E-9
-276.471E-3	-32.1494E-9	-24.0030E-9
-264.706E-3	-33.5814E-9	-23.8249E-9
-252.941E-3	-33.9467E-9	-23.6131E-9
-241.176E-3	-31.8847E-9	-23.6023E-9
-229.412E-3	-33.6336E-9	-23.1822E-9
-217.647E-3	-33.3470E-9	-21.8986E-9
-205.882E-3	-35.5016E-9	-24.4191E-9
-194.118E-3	-31.1695E-9	-25.9865E-9
-182.353E-3	-33.5305E-9	-23.2152E-9
-170.588E-3	-34.9807E-9	-23.5998E-9
-158.823E-3	-33.4506E-9	-24.0100E-9
-147.059E-3	-33.7382E-9	-20.3166E-9
-135.294E-3	-33.1971E-9	-23.6611E-9
-123.529E-3	-32.7190E-9	-21.1423E-9
-111.765E-3	-30.4174E-9	-25.3913E-9
-100.000E-3	-32.8421E-9	-23.2637E-9
-88.2353E-3	-31.5510E-9	-23.9566E-9
-76.4706E-3	-27.2275E-9	-23.6395E-9
-64.7058E-3	-30.8633E-9	-23.3490E-9
-52.9412E-3	-25.6493E-9	-23.4686E-9
-41.1764E-3	-24.6168E-9	-21.1073E-9
-29.4118E-3	-29.6271E-9	-23.8325E-9
-17.6470E-3	-26.0311E-9	-23.5629E-9
-5.88238E-3	-26.6775E-9	-24.0136E-9
5.88238E-3	-27.8626E-9	-25.4672E-9
17.6471E-3	-25.7417E-9	-22.5291E-9
29.4118E-3	-26.5368E-9	-23.2188E-9
41.1766E-3	-26.9059E-9	-24.6720E-9
52.9412E-3	-24.4185E-9	-23.0487E-9
64.7060E-3	-23.5065E-9	-22.8122E-9
76.4706E-3	-22.3902E-9	-24.4472E-9
88.2354E-3	-25.7492E-9	-23.4398E-9
100.000E-3	-25.0589E-9	-23.1678E-9
111.765E-3	-20.6603E-9	-23.1967E-9
123.529E-3	-21.1817E-9	-22.9166E-9
135.294E-3	-22.6850E-9	-24.4396E-9
147.059E-3	-23.4505E-9	-22.1490E-9
158.824E-3	-23.1125E-9	-23.0360E-9
170.588E-3	-24.8879E-9	-25.5057E-9
182.353E-3	-24.7671E-9	-23.4438E-9
194.118E-3	-21.5463E-9	-24.4345E-9
205.882E-3	-20.2037E-9	-23.1785E-9
217.647E-3	-20.9820E-9	-23.3766E-9
229.412E-3	-17.4437E-9	-23.5281E-9
241.176E-3	-12.2856E-9	-23.7319E-9
252.941E-3	-19.1543E-9	-22.7026E-9
264.706E-3	-20.5255E-9	-24.9647E-9
276.471E-3	-18.9299E-9	-24.3474E-9
288.235E-3	-13.0356E-9	-23.5567E-9
300.000E-3	-16.0502E-9	-23.7257E-9
311.765E-3	-10.2706E-9	-23.9219E-9
323.529E-3	-13.9151E-9	-24.4571E-9
335.294E-3	-16.4096E-9	-23.5668E-9
347.059E-3	-11.9331E-9	-24.2316E-9
358.824E-3	-7.15554E-9	-24.4404E-9
370.588E-3	-5.15601E-9	-23.8658E-9
382.353E-3	-12.0641E-9	-23.8049E-9
394.118E-3	-3.43453E-9	-23.6127E-9
405.882E-3	-4.53857E-9	-23.8556E-9
417.647E-3	-2.37826E-9	-24.3501E-9
429.412E-3	-3.70795E-9	-24.1259E-9
441.177E-3	-5.54765E-9	-23.6151E-9
452.941E-3	1.58003E-9	-23.9968E-9
464.706E-3	-383.999E-12	-24.5353E-9
476.471E-3	6.28690E-9	-24.6428E-9
488.235E-3	8.03891E-9	-23.7499E-9
500.000E-3	1.00399E-9	-23.9579E-9
511.765E-3	10.0093E-9	-23.9142E-9
523.530E-3	5.49747E-9	-24.1218E-9
535.294E-3	18.7333E-9	-24.6597E-9
547.059E-3	14.4797E-9	-24.5795E-9
558.824E-3	12.9525E-9	-23.9151E-9
570.588E-3	15.4474E-9	-24.2285E-9
582.353E-3	10.0096E-9	-24.3395E-9
594.118E-3	18.2436E-9	-23.9452E-9
605.882E-3	18.0862E-9	-24.5678E-9
617.647E-3	11.7660E-9	-25.1334E-9
629.412E-3	18.4690E-9	-24.9267E-9
641.176E-3	11.0629E-9	-24.6965E-9
652.941E-3	18.6683E-9	-23.7488E-9
664.706E-3	19.9691E-9	-24.3906E-9
676.471E-3	15.3127E-9	-24.6399E-9
688.235E-3	20.2728E-9	-24.3355E-9
700.000E-3	18.7076E-9	-24.2149E-9
711.765E-3	13.3407E-9	-24.7204E-9
723.529E-3	19.4669E-9	-24.2582E-9
735.294E-3	9.20986E-9	-24.5943E-9
747.059E-3	16.2901E-9	-24.1645E-9
758.824E-3	15.6839E-9	-24.0812E-9
770.588E-3	6.89735E-9	-24.5295E-9
782.353E-3	16.0527E-9	-23.8771E-9
794.118E-3	16.8337E-9	-22.9719E-9
805.882E-3	8.12981E-9	-23.7424E-9
817.647E-3	16.6103E-9	-24.4370E-9
829.412E-3	15.7234E-9	-24.2647E-9
841.177E-3	9.33154E-9	-23.8047E-9
852.941E-3	10.1351E-9	-23.6059E-9
864.706E-3	11.8289E-9	-23.6924E-9
876.471E-3	10.8293E-9	-24.2744E-9
888.235E-3	16.4422E-9	-23.8557E-9
900.000E-3	11.8166E-9	-22.7682E-9
911.765E-3	10.2619E-9	-23.7986E-9
923.529E-3	15.2718E-9	-25.3804E-9
935.294E-3	14.5840E-9	-26.3229E-9
947.059E-3	8.45422E-9	-21.6293E-9
958.824E-3	17.5888E-9	-23.5386E-9
970.588E-3	18.3995E-9	-25.8940E-9
982.353E-3	10.3784E-9	-23.5125E-9
994.118E-3	17.5071E-9	-23.9516E-9
1.00588E+0	17.5424E-9	-22.9774E-9
1.01765E+0	24.9287E-9	-24.9696E-9
1.02941E+0	17.2569E-9	-25.9100E-9
1.04118E+0	13.4756E-9	-25.6708E-9
1.05294E+0	24.4382E-9	-24.6644E-9
1.06471E+0	22.1849E-9	-24.1715E-9
1.07647E+0	20.4609E-9	-24.8600E-9
1.08824E+0	14.1767E-9	-26.1742E-9
1.10000E+0	12.9691E-9	-26.1006E-9
1.11176E+0	18.1706E-9	-24.7705E-9
1.12353E+0	16.1862E-9	-25.6863E-9
1.13529E+0	15.6546E-9	-26.3674E-9
1.14706E+0	9.85613E-9	-25.2671E-9
1.15882E+0	8.56236E-9	-25.9282E-9
1.17059E+0	9.79612E-9	-26.2650E-9
1.18235E+0	14.1534E-9	-26.0366E-9
1.19412E+0	15.2626E-9	-25.5235E-9
1.20588E+0	15.8201E-9	-26.2452E-9
1.21765E+0	13.6036E-9	-26.5497E-9
1.22941E+0	11.7786E-9	-25.4448E-9
1.24118E+0	10.8323E-9	-25.5624E-9
1.25294E+0	15.3098E-9	-25.8051E-9
1.26471E+0	11.3103E-9	-26.1354E-9
1.27647E+0	12.6531E-9	-26.7902E-9
1.28824E+0	10.9372E-9	-26.2893E-9
1.30000E+0	10.3067E-9	-25.3216E-9
1.31176E+0	17.0863E-9	-25.9101E-9
1.32353E+0	21.2638E-9	-26.3826E-9
1.33529E+0	22.5502E-9	15.4935E-9
1.34706E+0	15.4373E-9	15.0851E-9
1.35882E+0	16.6737E-9	11.7571E-9
1.37059E+0	18.6486E-9	9.08238E-9
1.38235E+0	19.7785E-9	16.3902E-9
1.39412E+0	14.6052E-9	15.5612E-9
1.40588E+0	10.4623E-9	15.8650E-9
1.41765E+0	18.6042E-9	16.3548E-9
1.42941E+0	18.3932E-9	13.2414E-9
1.44118E+0	17.4716E-9	9.14175E-9
1.45294E+0	10.5456E-9	16.8641E-9
1.46471E+0	17.7788E-9	17.4448E-9
1.47647E+0	17.1006E-9	16.7101E-9
1.48824E+0	16.2993E-9	9.67111E-9
1.50000E+0	8.87064E-9	13.2385E-9
