Experiment	History Data	
Saved Date		
User		
Sample Period (ms)	20	

[DATA]
Current (A)	Input 2 (V)	Input 3 (V)	Input 4 (V)	Input 5 (V)	Input 6 (V)	Input 7 (V)	Input 8 (V)	Bias (V)	Output 2 (V)	Output 3 (V)	Output 4 (V)	X (m)	Y (m)	Z (m)	Output 8 (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	OC D1 X (m)	OC D1 Y (m)	OC D2 Phase (deg)	OC D2 Amplitude (m)	Reserved  9  (V)	Reserved 10  (V)	OC D2 X (m)	OC D2 Y (m)	LI Demod 1 X (A)	LI Demod 1 Y (A)	LI Demod 2 X (A)	LI Demod 2 Y (A)	Reserved 17  (V)	Reserved 18  (V)	Reserved 19  (V)	Reserved 20  (V)	Reserved 21  (V)	Reserved 22  (V)	Internal 23 (V)	Internal 24 (V)	Z Control signal (Hz)	Z Error signal (Hz)	Z SafeTip signal (m)	Reserved 28  (V)	OC D3 Amplitude (m)	OC D3 Phase (deg)	OC D4 Amplitude (m)	OC D4 Phase (deg)
1.55559E-12	2.43849E-3	-7.16214E-4	-7.92228E-3	3.29660E-3	3.13772E-3	-1.00911E-2	-7.30836E-3	2.41253E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.37730E+1	1.13907E-11	0.00000E+0	5.76361E-2	2.09623E-13	-3.21328E-12	-1.33707E+1	1.56476E-11	0.00000E+0	0.00000E+0	3.01296E-12	-8.78526E-13	-4.93296E-15	-1.70712E-14	-6.58337E-15	4.46250E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.13907E-11	0.00000E+0	1.56535E-11	-1.19613E+1	1.56536E-11	-1.22265E+1
1.55720E-12	2.41700E-3	-6.83995E-4	-7.94212E-3	3.28262E-3	3.12426E-3	-1.00733E-2	-7.33257E-3	2.43249E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-5.11854E+0	1.15639E-11	0.00000E+0	5.76361E-2	2.55568E-12	-1.21941E-12	2.05676E+0	1.50945E-11	0.00000E+0	0.00000E+0	1.94367E-12	2.27880E-12	9.34296E-15	-2.99662E-15	-3.70178E-15	-4.20492E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.15639E-11	0.00000E+0	1.50961E-11	2.97261E+0	1.50960E-11	2.70737E+0
1.50844E-12	2.44850E-3	-6.84246E-4	-7.92881E-3	3.32129E-3	3.09595E-3	-1.00850E-2	-7.32732E-3	2.45244E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.25641E+1	1.06319E-11	0.00000E+0	5.76361E-2	-1.40723E-12	3.22259E-13	-5.42291E+0	1.53278E-11	0.00000E+0	0.00000E+0	-7.39184E-13	-1.34858E-12	1.88315E-14	-1.88162E-15	-9.33284E-16	-1.51063E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.06319E-11	0.00000E+0	1.53325E-11	-2.24334E+0	1.53325E-11	-2.50854E+0
1.42195E-12	2.41887E-3	-7.11315E-4	-7.93201E-3	3.30652E-3	3.13402E-3	-1.00977E-2	-7.32242E-3	2.47241E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.45672E+1	9.18374E-12	0.00000E+0	5.76361E-2	-2.44360E-12	1.21336E-12	-1.33266E+1	1.30418E-11	0.00000E+0	0.00000E+0	-2.02722E-12	-1.97444E-12	-1.24657E-14	-2.74399E-15	2.92942E-14	2.21834E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.18374E-12	0.00000E+0	1.30473E-11	-1.26306E+1	1.30473E-11	-1.28957E+1
1.49551E-12	2.42508E-3	-7.06543E-4	-7.93386E-3	3.29167E-3	3.10334E-3	-1.01188E-2	-7.30343E-3	2.49235E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	6.72997E+0	9.60803E-12	0.00000E+0	5.76361E-2	1.65724E-12	1.17481E-13	7.69646E+0	1.47161E-11	0.00000E+0	0.00000E+0	2.98839E-13	1.60976E-12	4.51926E-14	-2.01621E-14	-2.02451E-14	-1.19229E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.60803E-12	0.00000E+0	1.47213E-11	6.64081E+0	1.47213E-11	7.27562E+0
1.50610E-12	2.45973E-3	-7.19162E-4	-7.92607E-3	3.31166E-3	3.12465E-3	-1.01267E-2	-7.31134E-3	2.51232E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	4.11266E+0	1.12995E-11	0.00000E+0	5.76361E-2	2.58187E-12	8.70961E-13	2.44536E+1	1.62235E-11	0.00000E+0	0.00000E+0	1.29855E-14	2.83966E-12	3.93013E-15	-8.72214E-17	-1.22023E-14	-1.05030E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12995E-11	0.00000E+0	1.62213E-11	2.22170E+1	1.62213E-11	2.28515E+1
1.52866E-12	2.46368E-3	-7.11495E-4	-7.92508E-3	3.31259E-3	3.10977E-3	-1.01127E-2	-7.30329E-3	2.53227E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.91831E+0	1.08218E-11	0.00000E+0	5.76361E-2	-7.43274E-14	8.76148E-13	7.58471E+0	1.55724E-11	0.00000E+0	0.00000E+0	-9.21745E-13	1.27772E-13	1.62860E-14	-3.39488E-14	3.09169E-15	2.45036E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.08218E-11	0.00000E+0	1.55719E-11	4.78867E+0	1.55719E-11	4.52356E+0
1.51065E-12	2.46335E-3	-7.22344E-4	-7.93791E-3	3.31698E-3	3.12089E-3	-1.01200E-2	-7.30809E-3	2.55224E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.42653E+1	9.95626E-12	0.00000E+0	5.76361E-2	-1.80825E-12	8.59252E-13	-1.43899E+1	1.37669E-11	0.00000E+0	0.00000E+0	-1.46352E-12	-1.37601E-12	-2.28337E-14	-3.96741E-14	7.97386E-15	-2.04282E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.95626E-12	0.00000E+0	1.37702E-11	-1.64214E+1	1.37702E-11	-1.66866E+1
1.54323E-12	2.44607E-3	-7.32319E-4	-7.92372E-3	3.31663E-3	3.10209E-3	-1.00960E-2	-7.30955E-3	2.57218E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.68545E+1	1.07252E-11	0.00000E+0	5.76361E-2	-1.14386E-12	-6.39948E-13	-1.47015E+1	1.60866E-11	0.00000E+0	0.00000E+0	1.29787E-13	-1.35862E-12	-9.62636E-16	1.74219E-15	-7.79896E-15	8.08307E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.07252E-11	0.00000E+0	1.60784E-11	-1.54820E+1	1.60785E-11	-1.57470E+1
1.58413E-12	2.44879E-3	-7.13574E-4	-7.92918E-3	3.28959E-3	3.09588E-3	-1.00940E-2	-7.29776E-3	2.59215E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	7.58374E+0	1.20230E-11	0.00000E+0	5.76361E-2	3.82074E-12	7.99100E-13	1.58560E+1	1.67856E-11	0.00000E+0	0.00000E+0	3.96065E-13	3.93222E-12	-3.56412E-14	1.88735E-14	-1.64314E-15	-5.04399E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.20230E-11	0.00000E+0	1.67926E-11	1.54825E+1	1.67926E-11	1.61171E+1
1.53466E-12	2.46729E-3	-7.22332E-4	-7.91845E-3	3.29490E-3	3.09337E-3	-1.01007E-2	-7.29825E-3	2.61209E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.31528E+1	9.82668E-12	0.00000E+0	5.76361E-2	-2.26575E-12	1.58706E-12	-7.32481E+0	1.48599E-11	0.00000E+0	0.00000E+0	-2.41997E-12	-1.72147E-12	4.47553E-15	-1.10754E-14	3.91049E-15	-3.08184E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.82668E-12	0.00000E+0	1.48637E-11	-9.70557E+0	1.48637E-11	-9.07059E+0
1.57777E-12	2.44382E-3	-7.09660E-4	-7.94802E-3	3.28642E-3	3.09005E-3	-1.00837E-2	-7.28848E-3	2.63207E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.41835E+1	8.13977E-12	0.00000E+0	5.76361E-2	5.12117E-13	7.26931E-13	1.76535E+0	1.17633E-11	0.00000E+0	0.00000E+0	-4.54968E-13	6.68683E-13	8.10445E-15	6.07353E-15	-3.04812E-15	-1.08390E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	8.13977E-12	0.00000E+0	1.17641E-11	2.55480E+0	1.17641E-11	2.28967E+0
1.52806E-12	2.45739E-3	-7.16156E-4	-7.93891E-3	3.29027E-3	3.10006E-3	-1.00977E-2	-7.28707E-3	2.65200E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-7.62410E+0	1.13103E-11	0.00000E+0	5.76361E-2	1.73750E-12	-1.31005E-12	6.46618E+0	1.61592E-11	0.00000E+0	0.00000E+0	1.48554E-12	1.24357E-12	-9.75093E-15	-5.53578E-16	2.18756E-14	1.85079E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.13103E-11	0.00000E+0	1.61618E-11	6.72498E+0	1.61618E-11	6.45938E+0
1.49104E-12	2.45817E-3	-7.02248E-4	-7.93473E-3	3.27749E-3	3.10507E-3	-1.00991E-2	-7.28557E-3	2.67198E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.21298E+1	1.12884E-11	0.00000E+0	5.76361E-2	-2.38209E-13	3.34993E-12	-6.16422E-1	1.56124E-11	0.00000E+0	0.00000E+0	-3.28022E-12	8.21446E-13	-2.66690E-14	-5.00449E-15	3.10138E-15	-9.41588E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12884E-11	0.00000E+0	1.56029E-11	5.23371E-1	1.56028E-11	2.57903E-1
1.61731E-12	2.45277E-3	-7.00673E-4	-7.94281E-3	3.28633E-3	3.12094E-3	-1.00900E-2	-7.30870E-3	2.69192E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-4.43997E+0	1.05609E-11	0.00000E+0	5.76361E-2	-2.64944E-12	-4.35641E-13	-8.16217E+0	1.50549E-11	0.00000E+0	0.00000E+0	-4.42323E-13	-2.58560E-12	-2.78020E-15	2.43728E-15	-1.37443E-14	-4.72362E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.05609E-11	0.00000E+0	1.50435E-11	-8.65483E+0	1.50435E-11	-8.01993E+0
1.68497E-12	2.45899E-3	-7.18380E-4	-7.93362E-3	3.29844E-3	3.10445E-3	-1.00854E-2	-7.30659E-3	2.71190E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.61120E+1	1.11306E-11	0.00000E+0	5.76361E-2	-3.31531E-13	-3.60175E-13	-9.11575E+0	1.48990E-11	0.00000E+0	0.00000E+0	2.82548E-13	-4.62701E-13	-2.14592E-14	-8.13560E-15	2.66255E-15	2.38614E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11306E-11	0.00000E+0	1.48978E-11	-8.49114E+0	1.48979E-11	-8.75633E+0
1.58971E-12	2.49191E-3	-7.22153E-4	-7.93636E-3	3.30471E-3	3.14108E-3	-1.00719E-2	-7.26425E-3	2.73183E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.56961E+1	1.12353E-11	0.00000E+0	5.76361E-2	-1.19120E-12	1.65976E-12	-1.28454E+1	1.62660E-11	0.00000E+0	0.00000E+0	-2.01187E-12	-6.00289E-13	-1.64638E-14	-7.05245E-15	1.05516E-14	5.96460E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12353E-11	0.00000E+0	1.62721E-11	-1.21955E+1	1.62720E-11	-1.24608E+1
1.65608E-12	2.48850E-3	-7.04270E-4	-7.96112E-3	3.30391E-3	3.13613E-3	-1.00773E-2	-7.28263E-3	2.75182E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.20573E+1	1.06369E-11	0.00000E+0	5.76361E-2	7.69547E-14	2.77848E-12	1.65743E+1	1.58073E-11	0.00000E+0	0.00000E+0	-2.71866E-12	1.04705E-12	-1.42649E-14	-6.71821E-15	-7.12567E-15	-6.15414E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.06369E-11	0.00000E+0	1.58136E-11	1.80613E+1	1.58136E-11	1.77957E+1
1.58736E-12	2.49353E-3	-6.94104E-4	-7.93764E-3	3.30668E-3	3.12404E-3	-1.00748E-2	-7.29250E-3	2.77174E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.15248E+1	1.14400E-11	0.00000E+0	5.76361E-2	-1.85587E-12	1.25249E-12	-1.88725E+1	1.54611E-11	0.00000E+0	0.00000E+0	-1.81080E-12	-1.26715E-12	-4.32502E-14	-7.52332E-15	1.44509E-14	1.36476E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.14400E-11	0.00000E+0	1.54605E-11	-1.72066E+1	1.54605E-11	-1.65715E+1
1.57387E-12	2.46249E-3	-7.26174E-4	-7.94046E-3	3.29559E-3	3.13761E-3	-1.00702E-2	-7.29918E-3	2.79173E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.42208E+1	1.06754E-11	0.00000E+0	5.76361E-2	1.32872E-12	3.17574E-12	1.66637E+1	1.50270E-11	0.00000E+0	0.00000E+0	-2.70032E-12	2.09730E-12	1.32452E-14	-5.24512E-15	4.93527E-15	5.18816E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.06754E-11	0.00000E+0	1.50281E-11	1.87989E+1	1.50280E-11	1.85333E+1
1.60257E-12	2.43776E-3	-7.09355E-4	-7.93049E-3	3.30802E-3	3.15534E-3	-1.01012E-2	-7.32132E-3	2.81166E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.24882E+1	1.08184E-11	0.00000E+0	5.76361E-2	7.00651E-13	1.86140E-12	9.20215E+0	1.56149E-11	0.00000E+0	0.00000E+0	-1.65791E-12	1.25662E-12	2.01317E-14	1.02115E-14	8.59890E-15	1.40117E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.08184E-11	0.00000E+0	1.56121E-11	7.85104E+0	1.56120E-11	8.48544E+0
1.52673E-12	2.47640E-3	-7.30202E-4	-7.95093E-3	3.31277E-3	3.14243E-3	-1.00968E-2	-7.30397E-3	2.83165E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.86077E+0	9.81361E-12	0.00000E+0	5.76361E-2	7.16144E-14	-1.01370E-12	1.12999E+1	1.53598E-11	0.00000E+0	0.00000E+0	8.51141E-13	-1.44359E-13	-3.14667E-15	2.16013E-14	1.68203E-14	7.87896E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.81361E-12	0.00000E+0	1.53514E-11	9.48467E+0	1.53514E-11	9.21957E+0
1.51935E-12	2.47393E-3	-7.50851E-4	-7.93335E-3	3.32790E-3	3.14638E-3	-1.01333E-2	-7.31089E-3	2.85157E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	4.26031E+0	1.06162E-11	0.00000E+0	5.76361E-2	3.45229E-14	4.54533E-13	-2.41226E+0	1.58089E-11	0.00000E+0	0.00000E+0	-3.43083E-13	-5.95396E-14	-1.58329E-14	-2.15983E-14	-8.90619E-15	2.42113E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.06162E-11	0.00000E+0	1.58018E-11	-3.14951E+0	1.58018E-11	-7.15065E-1
1.52310E-12	2.50234E-3	-7.40624E-4	-7.92240E-3	3.29883E-3	3.15363E-3	-1.01221E-2	-7.31794E-3	2.87156E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.46649E+1	1.02287E-11	0.00000E+0	5.76361E-2	-1.55703E-12	1.23020E-12	-7.96925E+0	1.47186E-11	0.00000E+0	0.00000E+0	-1.76294E-12	-8.94209E-13	-1.92281E-14	-1.38792E-14	-3.90601E-15	1.31958E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.02287E-11	0.00000E+0	1.47094E-11	-9.55223E+0	1.47094E-11	-8.91738E+0
1.48690E-12	2.47375E-3	-6.88965E-4	-7.92620E-3	3.31427E-3	3.14157E-3	-1.01090E-2	-7.32565E-3	2.89148E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.08303E+1	9.66791E-12	0.00000E+0	5.76361E-2	-2.00253E-12	-1.34125E-13	3.01211E+0	1.38485E-11	0.00000E+0	0.00000E+0	-4.39457E-13	-2.07209E-12	-9.96703E-15	7.45231E-15	3.47395E-16	2.65365E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.66791E-12	0.00000E+0	1.38492E-11	3.33919E+0	1.38492E-11	3.07431E+0
1.51680E-12	2.42928E-3	-7.12223E-4	-7.93820E-3	3.31654E-3	3.16641E-3	-1.01052E-2	-7.31279E-3	2.91148E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.16807E+1	1.12200E-11	0.00000E+0	5.76361E-2	-2.09324E-12	-1.26629E-12	-2.54156E+0	1.61131E-11	0.00000E+0	0.00000E+0	5.57799E-13	-2.14152E-12	2.47481E-14	-5.11989E-15	-1.02880E-14	7.70517E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12200E-11	0.00000E+0	1.61209E-11	-3.24937E+0	1.61210E-11	-3.51495E+0
1.53684E-12	2.44410E-3	-7.32746E-4	-7.95029E-3	3.32537E-3	3.17242E-3	-1.01352E-2	-7.30876E-3	2.93139E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	3.57499E+0	9.81591E-12	0.00000E+0	5.76361E-2	-1.23230E-12	1.28398E-12	-4.25559E+0	1.45585E-11	0.00000E+0	0.00000E+0	-1.73941E-12	-8.06478E-13	2.47599E-16	-7.49204E-15	-1.00126E-14	1.26638E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.81591E-12	0.00000E+0	1.45629E-11	-3.03596E+0	1.45629E-11	-3.30158E+0
1.53189E-12	2.45754E-3	-7.26673E-4	-7.94738E-3	3.28876E-3	3.13954E-3	-1.01103E-2	-7.30154E-3	2.95139E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	6.61324E+0	1.07985E-11	0.00000E+0	5.76361E-2	7.84654E-13	1.28066E-12	5.62988E+0	1.54125E-11	0.00000E+0	0.00000E+0	-1.03159E-12	1.00203E-12	7.28224E-15	-2.46728E-14	-2.37638E-15	1.35291E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.07985E-11	0.00000E+0	1.54113E-11	4.04221E+0	1.54112E-11	4.67691E+0
1.52729E-12	2.46906E-3	-7.07798E-4	-7.93685E-3	3.29168E-3	3.17641E-3	-1.01119E-2	-7.30147E-3	2.97131E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.83895E+1	9.27897E-12	0.00000E+0	5.76361E-2	-1.36977E-12	-2.32925E-12	-8.71079E+0	1.34414E-11	0.00000E+0	0.00000E+0	1.68958E-12	-2.03659E-12	2.11055E-14	-2.18800E-14	5.26562E-15	-2.07348E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.27897E-12	0.00000E+0	1.34450E-11	-8.32553E+0	1.34450E-11	-7.69074E+0
1.50797E-12	2.45939E-3	-7.10522E-4	-7.93784E-3	3.30240E-3	3.15864E-3	-1.01617E-2	-7.30379E-3	2.99130E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	5.54742E+0	1.07479E-11	0.00000E+0	5.76361E-2	6.54218E-13	-1.34145E-14	-2.81575E+0	1.48674E-11	0.00000E+0	0.00000E+0	5.82361E-14	6.97787E-13	7.11438E-15	-1.13121E-14	4.39765E-15	1.21775E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.07479E-11	0.00000E+0	1.48765E-11	-3.89694E+0	1.48765E-11	-3.26230E+0
1.57602E-12	2.46484E-3	-7.29142E-4	-7.91208E-3	3.31700E-3	3.13279E-3	-1.01420E-2	-7.31461E-3	3.01122E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-5.07228E+0	1.01189E-11	0.00000E+0	5.76361E-2	-2.60484E-13	-1.39528E-12	4.87528E+0	1.44337E-11	0.00000E+0	0.00000E+0	1.37780E-12	-6.93596E-13	4.53701E-14	-3.35988E-15	-8.98889E-15	2.56857E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.01189E-11	0.00000E+0	1.44261E-11	4.65033E+0	1.44260E-11	4.38484E+0
1.55728E-12	2.47545E-3	-6.95332E-4	-7.91621E-3	3.31516E-3	3.12103E-3	-1.01469E-2	-7.32550E-3	3.03122E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.50655E+1	9.74496E-12	0.00000E+0	5.76361E-2	-2.03689E-12	2.67162E-12	-2.20732E-2	1.42176E-11	0.00000E+0	0.00000E+0	-3.33626E-12	-1.14480E-12	-8.17965E-15	1.91187E-15	3.25528E-15	-9.31069E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.74496E-12	0.00000E+0	1.42128E-11	1.16213E+0	1.42128E-11	8.96862E-1
1.51670E-12	2.47823E-3	-7.01207E-4	-7.91936E-3	3.28379E-3	3.15987E-3	-1.01540E-2	-7.31856E-3	3.05114E-1	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-5.69686E+0	1.13087E-11	0.00000E+0	5.76361E-2	-2.32469E-12	-1.44962E-12	-1.07406E+1	1.57322E-11	0.00000E+0	0.00000E+0	4.85305E-13	-2.77338E-12	-8.61014E-15	3.85449E-15	6.62936E-15	4.68112E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.13087E-11	0.00000E+0	1.57366E-11	-1.08605E+1	1.57366E-11	-1.02263E+1
