Experiment	History Data	
Saved Date		
User		
Sample Period (ms)	20	

[DATA]
Current (A)	Input 2 (V)	Input 3 (V)	Input 4 (V)	Input 5 (V)	Input 6 (V)	Input 7 (V)	Input 8 (V)	Bias (V)	Output 2 (V)	Output 3 (V)	Output 4 (V)	X (m)	Y (m)	Z (m)	Output 8 (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	OC D1 X (m)	OC D1 Y (m)	OC D2 Phase (deg)	OC D2 Amplitude (m)	Reserved  9  (V)	Reserved 10  (V)	OC D2 X (m)	OC D2 Y (m)	LI Demod 1 X (A)	LI Demod 1 Y (A)	LI Demod 2 X (A)	LI Demod 2 Y (A)	Reserved 17  (V)	Reserved 18  (V)	Reserved 19  (V)	Reserved 20  (V)	Reserved 21  (V)	Reserved 22  (V)	Internal 23 (V)	Internal 24 (V)	Z Control signal (Hz)	Z Error signal (Hz)	Z SafeTip signal (m)	Reserved 28  (V)	OC D3 Amplitude (m)	OC D3 Phase (deg)	OC D4 Amplitude (m)	OC D4 Phase (deg)
-1.75344E-12	2.40770E-3	-6.78467E-4	-7.91079E-3	3.28056E-3	3.12932E-3	-1.01271E-2	-7.29705E-3	-2.82375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.29990E+1	1.22603E-11	0.00000E+0	5.76361E-2	6.95271E-13	-2.40951E-12	5.81514E+0	1.66030E-11	0.00000E+0	0.00000E+0	2.24562E-12	2.79638E-13	3.02476E-15	-2.18811E-16	-1.24454E-14	1.03054E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.22603E-11	0.00000E+0	1.65913E-11	6.23487E+0	1.65914E-11	5.96966E+0
-1.74606E-12	2.42260E-3	-6.78711E-4	-7.91199E-3	3.27349E-3	3.12055E-3	-1.01247E-2	-7.33615E-3	-3.02375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	3.74541E+0	1.19046E-11	0.00000E+0	5.76361E-2	-7.93477E-13	1.98245E-12	1.59864E+0	1.69503E-11	0.00000E+0	0.00000E+0	-2.30588E-12	-1.37950E-13	-8.96860E-15	1.85743E-15	-2.85413E-14	1.26381E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.19046E-11	0.00000E+0	1.69524E-11	3.90273E+0	1.69523E-11	3.63755E+0
-1.73675E-12	2.41103E-3	-6.79348E-4	-7.90800E-3	3.28919E-3	3.14150E-3	-1.01571E-2	-7.30962E-3	-3.22375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.27149E+1	1.22964E-11	0.00000E+0	5.76361E-2	-2.03524E-12	2.34302E-12	-1.12624E+0	1.81892E-11	0.00000E+0	0.00000E+0	-2.69551E-12	-1.34618E-12	-2.42493E-15	-1.05335E-14	1.98706E-14	-2.01288E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.22964E-11	0.00000E+0	1.81858E-11	-3.81734E+0	1.81858E-11	-3.18226E+0
-1.73603E-12	2.41628E-3	-6.88546E-4	-7.90991E-3	3.27596E-3	3.14242E-3	-1.01638E-2	-7.31947E-3	-3.42375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-3.10187E+1	1.18715E-11	0.00000E+0	5.76361E-2	-4.84202E-13	-2.30395E-12	4.26529E+0	1.68389E-11	0.00000E+0	0.00000E+0	1.95553E-12	-9.52963E-13	-2.18949E-15	3.92045E-15	7.91824E-15	9.98482E-17	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.18715E-11	0.00000E+0	1.68276E-11	2.74383E-1	1.68277E-11	9.07361E-3
-1.72023E-12	2.42595E-3	-6.91632E-4	-7.89902E-3	3.28031E-3	3.13755E-3	-1.01633E-2	-7.33491E-3	-3.62375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-4.69257E+0	1.24987E-11	0.00000E+0	5.76361E-2	-2.50369E-12	2.03719E-13	-1.19486E+1	1.71841E-11	0.00000E+0	0.00000E+0	-1.07398E-12	-2.46716E-12	2.14511E-14	-5.32040E-15	-3.90846E-15	-5.16175E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.24987E-11	0.00000E+0	1.71800E-11	-1.25868E+1	1.71800E-11	-1.19521E+1
-1.73395E-12	2.42739E-3	-7.02916E-4	-7.89639E-3	3.28311E-3	3.16594E-3	-1.01423E-2	-7.34223E-3	-3.82375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.39008E+1	1.06776E-11	0.00000E+0	5.76361E-2	-3.42122E-13	3.06186E-12	-4.17995E+0	1.54323E-11	0.00000E+0	0.00000E+0	-3.02097E-12	5.52647E-13	2.89324E-14	-1.58356E-14	1.23147E-15	4.91965E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.06776E-11	0.00000E+0	1.54356E-11	-4.06233E+0	1.54356E-11	-4.32748E+0
-1.76009E-12	2.39780E-3	-7.13200E-4	-7.88667E-3	3.27073E-3	3.16964E-3	-1.01407E-2	-7.33219E-3	-4.02375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.48199E+1	1.25730E-11	0.00000E+0	5.76361E-2	4.42824E-13	-1.48698E-12	-3.26757E+0	1.76312E-11	0.00000E+0	0.00000E+0	1.51904E-12	1.92355E-13	-1.82654E-14	2.30520E-15	4.05551E-15	3.98691E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.25730E-11	0.00000E+0	1.76244E-11	-1.61309E+0	1.76244E-11	-1.87809E+0
-1.80992E-12	2.40046E-3	-6.90949E-4	-7.87648E-3	3.28668E-3	3.12161E-3	-1.01560E-2	-7.33127E-3	-4.22375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.75779E+0	1.09645E-11	0.00000E+0	5.76361E-2	5.11824E-13	3.78029E-13	6.27015E+0	1.64227E-11	0.00000E+0	0.00000E+0	-3.28725E-13	5.13020E-13	-1.26989E-14	2.23656E-14	2.34165E-15	-1.66804E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.09645E-11	0.00000E+0	1.64310E-11	6.01864E+0	1.64309E-11	5.75324E+0
-1.78257E-12	2.41581E-3	-6.88546E-4	-7.89897E-3	3.30165E-3	3.12976E-3	-1.01052E-2	-7.30880E-3	-4.42375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	8.34873E+0	1.23909E-11	0.00000E+0	5.76361E-2	4.87819E-12	-5.67004E-13	1.72854E+1	1.77832E-11	0.00000E+0	0.00000E+0	1.90432E-12	4.55090E-12	1.42795E-14	-4.74715E-15	-8.50570E-15	8.50812E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.23909E-11	0.00000E+0	1.77763E-11	1.67062E+1	1.77763E-11	1.82407E+1
-1.80744E-12	2.45090E-3	-6.98384E-4	-7.89806E-3	3.28042E-3	3.13827E-3	-1.01143E-2	-7.33049E-3	-4.62375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	7.43910E+0	1.05706E-11	0.00000E+0	5.76361E-2	9.32230E-13	1.11990E-12	-9.76985E-1	1.53232E-11	0.00000E+0	0.00000E+0	-8.65086E-13	1.23088E-12	-4.28677E-14	4.34823E-15	-8.10369E-15	5.30600E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.05706E-11	0.00000E+0	1.53187E-11	-4.43969E-1	1.53187E-11	-7.09347E-1
-1.75162E-12	2.42188E-3	-7.00871E-4	-7.90860E-3	3.25756E-3	3.12314E-3	-1.01032E-2	-7.33877E-3	-4.82375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.52850E-1	1.20161E-11	0.00000E+0	5.76361E-2	1.53565E-13	-2.17559E-14	-5.90231E+0	1.72313E-11	0.00000E+0	0.00000E+0	1.30088E-13	1.23588E-13	2.05543E-14	1.74312E-14	-8.59134E-15	-4.26622E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.20161E-11	0.00000E+0	1.72464E-11	-3.49363E+0	1.72464E-11	-3.75899E+0
-1.81514E-12	2.40541E-3	-6.88652E-4	-7.91085E-3	3.29357E-3	3.14907E-3	-1.01487E-2	-7.31715E-3	-5.02375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.06694E+0	1.21601E-11	0.00000E+0	5.76361E-2	-7.81418E-13	-1.34161E-12	-7.69286E+0	1.70322E-11	0.00000E+0	0.00000E+0	9.33660E-13	-1.14789E-12	-1.94469E-14	5.07075E-15	1.80811E-15	9.57868E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.21601E-11	0.00000E+0	1.70332E-11	-5.79637E+0	1.70333E-11	-6.06180E+0
-1.82968E-12	2.41257E-3	-7.09565E-4	-7.91270E-3	3.26542E-3	3.10990E-3	-1.01403E-2	-7.33823E-3	-5.22375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	4.04021E+1	1.04386E-11	0.00000E+0	5.76361E-2	8.48171E-13	4.10112E-12	8.80009E+0	1.61301E-11	0.00000E+0	0.00000E+0	-3.75450E-12	2.02585E-12	-9.72139E-15	-3.60242E-15	-6.84683E-15	-8.21805E-17	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.04386E-11	0.00000E+0	1.61285E-11	7.89966E+0	1.61284E-11	7.63437E+0
-1.76767E-12	2.41290E-3	-6.91445E-4	-7.90086E-3	3.25870E-3	3.12584E-3	-1.01030E-2	-7.32294E-3	-5.42375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-4.79570E+0	1.08993E-11	0.00000E+0	5.76361E-2	5.51560E-13	-4.14100E-13	-2.78754E-1	1.53086E-11	0.00000E+0	0.00000E+0	7.15378E-13	6.01784E-13	1.26496E-14	-1.59826E-14	-1.07407E-14	-9.54867E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.08993E-11	0.00000E+0	1.53099E-11	-1.09439E+0	1.53098E-11	-1.35969E+0
-1.71862E-12	2.40717E-3	-7.02961E-4	-7.90550E-3	3.27122E-3	3.12883E-3	-1.00857E-2	-7.31796E-3	-5.62375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.03797E+1	1.24849E-11	0.00000E+0	5.76361E-2	-1.61643E-12	1.07889E-12	-1.12789E+1	1.70964E-11	0.00000E+0	0.00000E+0	-1.82097E-12	-1.40920E-12	6.27890E-15	-3.42200E-14	8.67958E-15	9.07705E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.24849E-11	0.00000E+0	1.71016E-11	-1.14182E+1	1.71016E-11	-1.16835E+1
-1.69745E-12	2.39212E-3	-6.93837E-4	-7.88951E-3	3.26053E-3	3.11896E-3	-1.00832E-2	-7.33618E-3	-5.82375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	3.54325E+0	1.18160E-11	0.00000E+0	5.76361E-2	2.24534E-12	1.06317E-13	1.12681E+1	1.67116E-11	0.00000E+0	0.00000E+0	6.44071E-13	2.17157E-12	4.34737E-15	7.60763E-15	1.16295E-14	4.41232E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.18160E-11	0.00000E+0	1.67091E-11	1.09438E+1	1.67091E-11	1.06783E+1
-1.72566E-12	2.38944E-3	-6.83880E-4	-7.90207E-3	3.28513E-3	3.11343E-3	-1.01118E-2	-7.31805E-3	-6.02375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.99036E+1	1.23572E-11	0.00000E+0	5.76361E-2	-1.19967E-12	4.15106E-12	3.44572E+0	1.80351E-11	0.00000E+0	0.00000E+0	-4.40792E-12	3.10316E-13	-9.06742E-15	1.58307E-14	3.16843E-15	7.59108E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.23572E-11	0.00000E+0	1.80357E-11	5.50844E+0	1.80357E-11	6.14321E+0
-1.81648E-12	2.41052E-3	-6.94924E-4	-7.91342E-3	3.27988E-3	3.11028E-3	-1.01123E-2	-7.32631E-3	-6.22375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.98405E+1	9.69842E-12	0.00000E+0	5.76361E-2	7.71087E-13	-1.16848E-12	9.48296E-1	1.45893E-11	0.00000E+0	0.00000E+0	1.27176E-12	3.01723E-13	-8.39655E-16	-1.67526E-14	1.76980E-14	1.81429E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	9.69842E-12	0.00000E+0	1.45878E-11	5.65453E-1	1.45879E-11	3.00176E-1
-1.75386E-12	2.42740E-3	-6.89793E-4	-7.89092E-3	3.26656E-3	3.12067E-3	-1.00793E-2	-7.34476E-3	-6.42375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.31900E+1	1.13152E-11	0.00000E+0	5.76361E-2	4.66714E-13	7.13805E-13	4.24738E+0	1.67705E-11	0.00000E+0	0.00000E+0	-5.30249E-13	6.93914E-13	1.16883E-14	-1.60522E-14	-4.73100E-15	-7.48224E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.13152E-11	0.00000E+0	1.67796E-11	2.44684E+0	1.67796E-11	3.08158E+0
-1.70234E-12	2.38149E-3	-7.05731E-4	-7.92479E-3	3.26982E-3	3.13231E-3	-1.01126E-2	-7.32713E-3	-6.62375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.93063E+1	1.09491E-11	0.00000E+0	5.76361E-2	-1.42862E-12	-1.69149E-12	-1.08193E+1	1.65540E-11	0.00000E+0	0.00000E+0	7.95060E-13	-2.04055E-12	1.88150E-14	1.96358E-14	6.12944E-15	7.08947E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.09491E-11	0.00000E+0	1.65523E-11	-1.11167E+1	1.65523E-11	-1.13822E+1
-1.69021E-12	2.36273E-3	-7.11903E-4	-7.91212E-3	3.24838E-3	3.12387E-3	-1.01394E-2	-7.33014E-3	-6.82375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	2.70968E+1	1.10807E-11	0.00000E+0	5.76361E-2	-4.45306E-13	3.53648E-12	1.27920E+1	1.71257E-11	0.00000E+0	0.00000E+0	-3.09590E-12	9.06032E-13	6.56183E-15	1.38404E-14	1.01003E-15	1.21972E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.10807E-11	0.00000E+0	1.71185E-11	1.30863E+1	1.71184E-11	1.37208E+1
-1.82907E-12	2.39761E-3	-7.00840E-4	-7.90176E-3	3.28413E-3	3.14148E-3	-1.01185E-2	-7.33626E-3	-7.02375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.27344E+1	1.09853E-11	0.00000E+0	5.76361E-2	1.15988E-12	1.93135E-12	3.45479E+0	1.58340E-11	0.00000E+0	0.00000E+0	-1.77916E-12	1.59365E-12	-3.19725E-14	6.24845E-15	1.20800E-14	-1.53803E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.09853E-11	0.00000E+0	1.58356E-11	5.53647E+0	1.58356E-11	5.27107E+0
-1.76713E-12	2.40757E-3	-6.95694E-4	-7.90716E-3	3.27516E-3	3.12171E-3	-1.00731E-2	-7.33073E-3	-7.22375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.30782E+1	1.13205E-11	0.00000E+0	5.76361E-2	-2.65470E-12	-1.62238E-12	-1.70143E+1	1.61485E-11	0.00000E+0	0.00000E+0	7.15251E-13	-2.88313E-12	3.44260E-14	-1.68738E-14	-7.21022E-15	-4.16614E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.13205E-11	0.00000E+0	1.61468E-11	-1.39174E+1	1.61469E-11	-1.41826E+1
-1.85494E-12	2.38517E-3	-6.95980E-4	-7.92282E-3	3.27188E-3	3.12749E-3	-1.01129E-2	-7.31676E-3	-7.42375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	4.82740E+0	1.12495E-11	0.00000E+0	5.76361E-2	2.74693E-12	6.60196E-14	1.41189E+1	1.64207E-11	0.00000E+0	0.00000E+0	7.44077E-13	2.55407E-12	-2.53171E-14	-1.09352E-14	2.04342E-14	-2.90734E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12495E-11	0.00000E+0	1.64151E-11	1.31542E+1	1.64150E-11	1.28892E+1
-1.81900E-12	2.43340E-3	-7.14699E-4	-7.90755E-3	3.26268E-3	3.14207E-3	-1.00879E-2	-7.33028E-3	-7.62375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.88790E+1	1.11068E-11	0.00000E+0	5.76361E-2	6.01015E-13	3.42673E-12	9.53690E+0	1.66887E-11	0.00000E+0	0.00000E+0	-3.08683E-12	1.65060E-12	-9.63200E-15	1.30963E-14	-3.90528E-15	-8.74346E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11068E-11	0.00000E+0	1.66989E-11	7.90448E+0	1.66988E-11	7.63906E+0
-1.82511E-12	2.40144E-3	-7.24083E-4	-7.90585E-3	3.26077E-3	3.14697E-3	-1.01114E-2	-7.35690E-3	-7.82375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.56679E+1	1.08785E-11	0.00000E+0	5.76361E-2	1.53598E-13	-3.14057E-12	2.86499E+0	1.69906E-11	0.00000E+0	0.00000E+0	2.86293E-12	-7.86991E-13	1.88391E-15	-2.73940E-14	-1.79649E-14	2.26741E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.08785E-11	0.00000E+0	1.69955E-11	4.08195E+0	1.69955E-11	3.81672E+0
-1.74376E-12	2.42924E-3	-7.36496E-4	-7.92449E-3	3.27828E-3	3.13479E-3	-1.01077E-2	-7.33393E-3	-8.02375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.45264E+1	1.00661E-11	0.00000E+0	5.76361E-2	-4.46581E-13	1.59345E-12	-7.32878E+0	1.44286E-11	0.00000E+0	0.00000E+0	-1.79244E-12	-5.05024E-14	8.73341E-16	6.20677E-15	-1.87344E-14	-3.09357E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.00661E-11	0.00000E+0	1.44325E-11	-5.34824E+0	1.44325E-11	-5.61365E+0
-1.80441E-12	2.41756E-3	-7.34780E-4	-7.91890E-3	3.27747E-3	3.10972E-3	-1.01514E-2	-7.32448E-3	-8.22375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-4.86209E-1	1.12474E-11	0.00000E+0	5.76361E-2	1.21453E-12	-1.32500E-12	-4.00888E+0	1.66527E-11	0.00000E+0	0.00000E+0	1.76090E-12	8.47168E-13	-1.85305E-15	-1.61372E-14	1.02050E-14	7.14813E-16	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.12474E-11	0.00000E+0	1.66548E-11	-3.07586E+0	1.66547E-11	-2.44135E+0
-1.71232E-12	2.39594E-3	-7.18071E-4	-7.92213E-3	3.27418E-3	3.14654E-3	-1.01258E-2	-7.31116E-3	-8.42375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.04729E+1	1.27460E-11	0.00000E+0	5.76361E-2	-7.23231E-13	2.76414E-12	5.13949E+0	1.83698E-11	0.00000E+0	0.00000E+0	-3.09418E-12	8.72038E-15	3.46690E-14	1.12752E-14	1.33110E-14	1.86173E-14	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.27460E-11	0.00000E+0	1.83675E-11	3.41283E+0	1.83675E-11	4.04746E+0
-1.68025E-12	2.38925E-3	-7.09984E-4	-7.92611E-3	3.28205E-3	3.12987E-3	-1.00838E-2	-7.31934E-3	-8.62375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-2.98596E+0	1.05471E-11	0.00000E+0	5.76361E-2	-1.43652E-13	-1.07480E-13	-2.84766E+0	1.59104E-11	0.00000E+0	0.00000E+0	1.99323E-13	9.90451E-14	2.86373E-16	5.45851E-15	4.47921E-15	-3.11728E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.05471E-11	0.00000E+0	1.59114E-11	-3.32633E-1	1.59114E-11	-5.97965E-1
-1.81151E-12	2.38804E-3	-7.17869E-4	-7.93572E-3	3.27288E-3	3.12194E-3	-1.01197E-2	-7.32965E-3	-8.82375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-1.44219E+1	1.02864E-11	0.00000E+0	5.76361E-2	-3.03585E-12	4.89873E-13	-2.00706E+1	1.44819E-11	0.00000E+0	0.00000E+0	-1.52365E-12	-2.87347E-12	-2.27525E-14	-3.53870E-14	1.40018E-14	-5.39976E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.02864E-11	0.00000E+0	1.44864E-11	-2.03135E+1	1.44864E-11	-2.05791E+1
-1.79316E-12	2.38204E-3	-6.94172E-4	-7.92765E-3	3.29687E-3	3.10852E-3	-1.01013E-2	-7.32477E-3	-9.02375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	-8.12693E-1	1.30032E-11	0.00000E+0	5.76361E-2	-8.73109E-13	4.70367E-13	-9.27351E+0	1.84517E-11	0.00000E+0	0.00000E+0	-1.01386E-12	-8.33530E-13	-1.04180E-15	-5.27143E-15	5.96695E-15	2.22457E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.30032E-11	0.00000E+0	1.84673E-11	-9.72508E+0	1.84674E-11	-9.09051E+0
-1.78706E-12	2.38431E-3	-6.89316E-4	-7.94626E-3	3.30041E-3	3.11773E-3	-1.01119E-2	-7.32147E-3	-9.22375E-2	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	8.82000E-7	0.00000E+0	1.48702E+1	1.11814E-11	0.00000E+0	5.76361E-2	-4.96739E-13	3.85006E-13	-8.87562E+0	1.65102E-11	0.00000E+0	0.00000E+0	-3.79915E-13	-2.01532E-13	1.26256E-14	2.51117E-14	1.00665E-14	-5.42803E-15	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	0.00000E+0	-1.00000E+1	1.11814E-11	0.00000E+0	1.64990E-11	-9.17010E+0	1.64990E-11	-7.63516E+0
